Applicant_ID,Age,Gender,Annual_Income,Monthly_Income,Employment_Status,Occupation,Loan_Amount,Loan_Term,Interest_Rate,Credit_Score,Existing_Debt,Number_of_Credit_Cards,Number_of_Previous_Loans,Loan_Purpose,Property_Ownership,Marital_Status,Dependents,Savings_Balance,Checking_Balance,Payment_History,Previous_Defaults,Years_at_Current_Job,Loan_Default
101445,22,Other,84017.52,7001.46,Employed,Business Owner,12983.92,60,3.97,313,50515.72,8,3,Personal,Rented,Married,1,17916.24,19487.59,Excellent,0,16,0
101446,66,Male,154210.21,12850.85,Self-Employed,Engineer,218095.25,12,18.09,743,105566.71,9,2,Business,Rented,Married,2,23222.31,32832.1,Poor,1,33,0
101447,68,Female,170092.13,14174.34,Employed,Engineer,340663.73,48,8.23,836,102773.92,7,1,Auto,Rented,Married,0,68378.65,36695.48,Fair,0,33,0
101448,57,Female,82260.67,6855.06,Employed,Business Owner,56986.9,48,16.27,361,93245.1,3,5,Home,Owned,Married,1,9751.46,32287.24,Good,3,2,0
101449,26,Female,183436.35,15286.36,Employed,Business Owner,396542.29,120,13.55,353,109581.08,9,6,Auto,Owned,Single,3,55861.27,38259.67,Poor,3,3,0
101450,35,Female,156835.33,13069.61,Employed,Engineer,471067.49,360,18.99,814,119090.29,2,4,Business,Owned,Widowed,5,18055.22,37161.44,Good,3,6,0
101451,23,Male,129644.66,10803.72,Employed,Business Owner,47285.54,240,21.27,368,136713.49,2,3,Personal,Rented,Divorced,3,28253.59,33300.67,Poor,1,19,0
101452,23,Female,15203.46,1266.96,Self-Employed,Business Owner,78168.17,12,10.29,524,12077.37,7,5,Auto,Mortgaged,Widowed,0,243.74,11705.3,Excellent,1,12,0
101453,33,Female,22193.61,1849.47,Employed,Engineer,487100.42,36,5.13,779,85732.35,3,7,Auto,Rented,Divorced,2,38327.1,6973.28,Excellent,3,0,0
101454,49,Other,218127.5,18177.29,Retired,Teacher,100532.11,36,17.37,376,112316.53,5,7,Auto,Rented,Married,4,10268.23,29080.45,Good,1,19,0
101455,24,Other,175368.2,14614.02,Employed,Teacher,41311.96,36,3.89,665,32541.22,6,1,Medical,Owned,Married,2,68771.79,33821.16,Excellent,1,11,0
101456,69,Other,207200.88,17266.74,Employed,Teacher,476191.88,48,7.62,510,39543.17,1,3,Business,Mortgaged,Widowed,3,7818.23,32924.94,Fair,0,29,0
101457,43,Male,199972.16,16664.35,Employed,Driver,446526.11,120,4.49,540,40044.65,9,7,Medical,Mortgaged,Single,5,20029.48,25744.9,Good,3,26,0
101458,33,Other,19190.81,1599.23,Employed,Engineer,328551.29,180,20.12,813,85849.95,1,5,Home,Owned,Married,0,1183.87,33194.73,Excellent,0,29,0
101459,46,Female,177328.69,14777.39,Employed,Doctor,276612.6,360,3.6,657,54925.59,9,6,Education,Mortgaged,Divorced,2,79430.19,28286.65,Fair,0,19,0
101460,59,Female,107484.88,8957.07,Self-Employed,Doctor,459777.88,180,12.62,476,99914.21,2,7,Education,Owned,Divorced,3,51315.02,26614.63,Good,3,24,1
101461,36,Other,176859.43,14738.29,Employed,Driver,328449.0,36,11.34,815,91535.95,4,0,Education,Rented,Divorced,4,51486.15,1863.06,Good,3,2,0
101462,23,Other,16376.74,1364.73,Employed,Clerk,329881.54,24,15.58,620,98566.77,2,4,Education,Owned,Single,5,41508.87,18418.98,Excellent,3,26,1
101463,23,Male,74080.86,6173.4,Self-Employed,Clerk,422155.41,48,8.86,354,37847.64,5,4,Home,Owned,Single,1,69444.44,1353.84,Poor,3,15,0
101464,62,Female,169021.37,14085.11,Employed,Driver,327316.35,180,19.66,516,115105.71,0,2,Home,Owned,Divorced,2,11535.05,3694.8,Fair,0,0,0
101465,26,Other,177569.26,14797.44,Self-Employed,Driver,252831.09,360,17.09,434,99605.33,1,5,Personal,Rented,Married,4,63428.15,21640.19,Poor,1,2,1
101466,52,Female,142041.49,11836.79,Self-Employed,Teacher,196081.31,48,11.5,653,19597.44,5,0,Education,Rented,Married,5,64569.88,1899.16,Fair,3,10,0
101467,39,Male,76757.52,6396.46,Employed,Driver,252560.68,24,10.12,774,30025.93,6,3,Home,Rented,Widowed,4,2890.27,36528.82,Good,1,13,0
101468,59,Female,78624.33,6552.03,Employed,Clerk,262194.37,12,18.59,321,45144.77,9,3,Education,Rented,Divorced,4,10614.16,18013.64,Excellent,3,7,1
101469,23,Other,213186.61,17765.55,Employed,Engineer,181694.28,12,17.51,730,140406.23,8,3,Medical,Rented,Divorced,1,43771.91,27998.67,Fair,3,26,0
101470,64,Male,105038.5,8753.21,Employed,Doctor,225162.97,120,10.88,804,48952.48,9,4,Education,Mortgaged,Single,2,7215.32,5911.81,Excellent,3,15,0
101471,55,Other,106660.74,8888.4,Employed,Unemployed,401332.22,84,9.82,847,2981.86,7,7,Medical,Owned,Divorced,3,22589.3,33903.81,Poor,3,9,0
101472,43,Other,128228.21,10685.68,Retired,Engineer,209423.66,120,4.22,664,21243.86,7,7,Home,Mortgaged,Widowed,1,32293.85,19122.68,Excellent,3,23,0
101473,31,Other,98947.98,8245.66,Employed,Engineer,14728.76,12,5.01,472,4825.77,3,5,Home,Owned,Divorced,4,12577.4,22351.04,Good,2,15,0
101474,68,Male,128297.67,10691.47,Self-Employed,Unemployed,142943.62,60,4.5,380,60425.89,9,2,Business,Owned,Widowed,3,56331.74,25939.37,Good,0,27,0
101475,35,Male,103628.76,8635.73,Employed,Doctor,117407.45,24,3.95,820,119573.01,9,7,Personal,Rented,Widowed,2,39604.91,21595.93,Good,1,17,0
101476,45,Female,184476.56,15373.05,Employed,Teacher,397203.84,48,6.33,527,67565.37,5,7,Medical,Owned,Widowed,2,51185.32,22527.48,Fair,3,26,0
101477,40,Female,201355.46,16779.62,Employed,Driver,225747.94,120,19.36,489,125849.12,1,6,Education,Owned,Married,4,37943.96,29780.93,Fair,3,29,1
101478,32,Female,206082.6,17173.55,Employed,Business Owner,141594.65,36,18.27,704,7129.4,0,6,Auto,Mortgaged,Married,2,32998.75,32258.85,Fair,0,2,0
101479,41,Other,130680.72,10890.06,Retired,Business Owner,405731.03,120,19.14,694,70458.43,4,6,Business,Owned,Married,1,39391.12,12246.64,Poor,2,4,1
101480,28,Other,105640.45,8803.37,Employed,Business Owner,11569.97,36,15.04,745,118061.31,6,6,Auto,Rented,Widowed,2,71961.18,36881.97,Good,1,25,0
101481,21,Male,159574.21,13297.85,Employed,Doctor,88776.92,84,15.05,786,101208.33,5,5,Auto,Rented,Married,2,31683.11,14155.87,Good,1,19,0
101482,35,Other,186856.34,15571.36,Employed,Engineer,413823.5,60,5.79,783,127923.83,8,5,Home,Mortgaged,Widowed,3,51381.01,10893.02,Poor,2,8,0
101483,26,Male,130411.36,10867.61,Employed,Business Owner,276224.56,48,16.43,394,41075.21,5,5,Personal,Owned,Widowed,5,66717.0,12457.22,Excellent,1,1,0
101484,41,Female,158496.11,13208.01,Unemployed,Business Owner,387277.59,24,8.68,393,75127.62,6,3,Business,Rented,Divorced,2,49687.01,14340.61,Excellent,2,33,1
101485,63,Male,168694.52,14057.88,Unemployed,Engineer,419411.66,84,13.11,413,101531.79,7,7,Home,Mortgaged,Single,1,18085.15,12677.22,Excellent,0,3,0
101486,28,Female,153660.72,12805.06,Unemployed,Driver,471097.82,360,21.16,645,25273.49,8,5,Business,Owned,Divorced,5,9756.77,33750.01,Fair,1,16,0
101487,21,Other,167957.38,13996.45,Employed,Engineer,33585.45,120,19.61,620,122371.01,6,4,Medical,Rented,Single,0,47270.17,22446.11,Fair,3,7,0
101488,26,Female,57772.29,4814.36,Employed,Unemployed,400018.9,180,7.81,772,46720.51,5,5,Personal,Rented,Divorced,5,58191.62,38705.82,Excellent,2,13,0
101489,45,Other,117166.78,9763.9,Self-Employed,Engineer,354965.54,240,17.13,764,13996.1,0,0,Education,Mortgaged,Single,0,61498.97,3358.22,Excellent,3,25,0
101490,34,Male,135595.05,11299.59,Employed,Business Owner,105098.75,12,5.43,748,114855.19,6,7,Home,Mortgaged,Single,2,55504.18,24559.21,Excellent,3,17,0
101491,44,Female,15507.98,1292.33,Self-Employed,Engineer,465987.73,180,3.99,343,105752.7,1,4,Business,Rented,Divorced,5,276.34,3840.97,Good,1,1,0
101492,22,Female,190472.31,15872.69,Employed,Business Owner,203292.54,36,4.02,683,132551.96,3,7,Business,Owned,Married,0,61907.22,18354.0,Excellent,1,3,0
101493,37,Other,140055.02,11671.25,Employed,Doctor,444030.04,120,6.65,768,133811.21,5,0,Medical,Mortgaged,Divorced,0,48369.82,15309.4,Fair,1,33,0
101494,41,Other,41472.95,3456.08,Unemployed,Engineer,303346.62,360,16.36,841,41778.87,0,1,Business,Mortgaged,Married,3,79054.51,27231.0,Poor,2,8,1
101495,42,Female,182353.2,15196.1,Employed,Clerk,264320.48,240,10.22,489,96204.42,6,7,Personal,Mortgaged,Married,1,61166.98,29817.79,Fair,1,14,0
101496,48,Male,161996.68,13499.72,Retired,Driver,81442.92,60,3.79,727,149868.45,2,5,Business,Owned,Single,0,34416.57,9523.75,Poor,1,27,0
101497,59,Female,170451.41,14204.28,Employed,Clerk,457335.16,240,21.78,523,36570.98,5,5,Business,Owned,Married,4,54092.0,7748.59,Poor,0,29,0
101498,43,Male,95368.7,7947.39,Employed,Engineer,279217.63,120,13.37,388,70931.5,3,3,Auto,Owned,Widowed,5,49274.86,16780.42,Fair,1,9,0
101499,62,Female,190111.51,15842.63,Employed,Doctor,5034.02,24,10.79,487,136524.95,3,4,Education,Mortgaged,Widowed,4,26991.48,9679.49,Good,3,7,0
101500,46,Male,99875.65,8322.97,Employed,Teacher,11105.7,36,13.1,438,15461.95,3,4,Auto,Rented,Married,5,42682.33,27064.96,Fair,1,15,0
101501,33,Female,131954.38,10996.2,Employed,Engineer,389261.04,360,13.12,802,139237.48,0,1,Education,Mortgaged,Single,3,16350.48,20707.91,Good,3,11,0
101502,32,Male,15131.67,1260.97,Employed,Clerk,82644.3,360,12.2,396,73223.34,1,4,Medical,Owned,Widowed,3,7026.41,33079.08,Good,1,24,0
101503,36,Male,147198.99,12266.58,Employed,Teacher,300171.74,240,14.84,372,133956.12,7,4,Education,Rented,Divorced,5,58641.96,39250.88,Excellent,1,25,0
101504,50,Male,162226.04,13518.84,Unemployed,Engineer,341178.82,48,19.88,619,93205.71,1,2,Education,Mortgaged,Single,3,30730.3,15124.31,Good,2,9,1
101505,32,Other,131257.42,10938.12,Employed,Driver,141124.07,48,9.08,616,100715.33,4,2,Medical,Rented,Single,0,60457.07,36479.87,Poor,0,13,0
101506,65,Other,116794.56,9732.88,Employed,Doctor,285518.28,240,12.51,609,115947.86,1,6,Home,Owned,Single,1,39066.96,31086.89,Fair,1,25,0
101507,44,Other,181036.98,15086.42,Employed,Unemployed,121648.86,12,3.57,381,10070.41,5,5,Auto,Owned,Widowed,3,64783.15,5964.94,Good,0,17,0
101508,63,Male,154681.41,12890.12,Self-Employed,Clerk,473265.08,240,19.41,574,94165.25,6,3,Education,Rented,Widowed,5,59168.71,33437.13,Good,0,19,0
101509,54,Female,72005.18,6000.43,Employed,Clerk,430364.74,120,9.16,811,138590.59,4,4,Education,Owned,Married,3,61130.48,19260.29,Fair,2,28,0
101510,37,Other,211610.03,17634.17,Employed,Driver,145445.31,120,8.52,349,143418.56,7,1,Education,Owned,Single,2,34346.52,28366.43,Fair,0,22,0
101511,32,Female,159989.77,13332.48,Employed,Engineer,265349.62,60,21.95,739,145248.22,2,3,Personal,Mortgaged,Divorced,1,76894.34,28104.46,Good,0,22,0
101512,57,Male,217527.48,18127.29,Employed,Business Owner,251315.16,360,14.31,369,96874.93,5,4,Education,Owned,Married,4,32420.37,35438.62,Good,2,16,0
101513,37,Male,214108.57,17842.38,Employed,Driver,480091.58,180,5.78,428,94993.03,2,2,Education,Mortgaged,Single,5,63451.5,30446.59,Good,1,29,0
101514,33,Male,203376.49,16948.04,Employed,Business Owner,198226.33,12,8.41,794,82869.76,5,1,Education,Mortgaged,Married,1,39167.1,32984.95,Poor,0,0,0
101515,66,Other,169851.17,14154.26,Retired,Unemployed,281989.32,84,10.03,464,91133.0,0,4,Medical,Owned,Married,3,18806.85,12836.48,Excellent,3,3,0
101516,44,Male,139933.02,11661.08,Employed,Teacher,464495.88,240,21.74,587,91817.69,2,7,Medical,Mortgaged,Single,2,50313.11,38925.5,Poor,3,23,1
101517,23,Other,50294.99,4191.25,Employed,Business Owner,83079.9,12,11.47,510,6361.24,7,3,Auto,Owned,Divorced,1,37528.75,26463.69,Excellent,2,21,0
101518,45,Other,126387.04,10532.25,Employed,Unemployed,276141.83,180,7.76,638,13330.69,7,7,Home,Owned,Married,2,21125.59,30947.67,Poor,2,9,0
101519,43,Other,171902.19,14325.18,Employed,Teacher,54625.11,36,14.04,523,92912.49,2,6,Home,Owned,Divorced,0,30602.53,34355.25,Good,3,21,0
101520,63,Other,121775.72,10147.98,Employed,Unemployed,309514.47,84,10.99,544,47132.46,2,5,Education,Owned,Divorced,3,12794.99,4951.33,Fair,3,3,0
101521,55,Male,192989.02,16082.42,Employed,Engineer,184110.24,240,4.52,750,45213.82,2,7,Business,Mortgaged,Widowed,0,78963.63,13456.43,Fair,0,21,0
101522,30,Other,37479.46,3123.29,Employed,Teacher,483882.76,60,19.43,605,29016.1,2,3,Home,Mortgaged,Widowed,2,51454.7,33437.44,Fair,0,12,0
101523,28,Male,93092.77,7757.73,Self-Employed,Doctor,208873.77,12,3.79,611,120160.5,9,6,Business,Owned,Divorced,5,13883.59,36879.28,Fair,1,20,0
101524,50,Male,118722.71,9893.56,Employed,Doctor,69821.44,12,20.12,743,144649.28,6,1,Education,Mortgaged,Widowed,0,61167.07,30243.74,Excellent,1,11,0
101525,23,Male,103626.69,8635.56,Unemployed,Unemployed,417331.98,180,18.15,535,94163.7,3,2,Medical,Rented,Divorced,1,48150.28,19292.36,Excellent,3,25,0
101526,36,Male,37260.24,3105.02,Employed,Unemployed,410791.61,360,4.9,753,141812.98,4,4,Business,Owned,Single,4,57804.1,10044.89,Excellent,2,3,0
101527,27,Male,46473.3,3872.78,Employed,Doctor,348040.09,36,16.89,696,132582.62,5,0,Education,Owned,Widowed,5,46758.91,21001.1,Fair,3,29,1
101528,22,Male,186711.55,15559.3,Retired,Doctor,374908.28,360,17.76,786,32689.05,5,6,Business,Rented,Widowed,5,4837.38,15892.01,Fair,2,17,0
101529,66,Male,114298.77,9524.9,Self-Employed,Business Owner,133828.18,60,14.64,552,23028.89,3,7,Home,Mortgaged,Married,0,16259.18,35425.23,Excellent,2,8,0
101530,25,Female,24988.1,2082.34,Employed,Driver,321742.64,12,14.19,607,31738.02,9,0,Education,Owned,Married,1,61499.55,22690.6,Fair,3,33,1
101531,21,Male,18380.71,1531.73,Self-Employed,Doctor,20933.9,84,4.42,370,14431.41,2,7,Auto,Mortgaged,Widowed,5,60348.03,15682.65,Good,2,3,1
101532,66,Male,112062.46,9338.54,Employed,Engineer,100051.29,360,4.6,361,87431.88,4,0,Auto,Mortgaged,Married,3,60310.03,19939.2,Good,3,18,0
101533,30,Other,48697.64,4058.14,Employed,Driver,466275.16,36,16.95,359,42397.51,0,1,Education,Owned,Married,5,1217.18,37342.7,Good,1,2,0
101534,61,Male,159550.82,13295.9,Self-Employed,Business Owner,370139.18,360,5.45,648,136937.5,4,6,Business,Owned,Divorced,0,64412.06,24530.34,Fair,1,31,0
101535,22,Male,178041.31,14836.78,Self-Employed,Clerk,116874.93,120,7.97,479,92011.17,8,5,Business,Rented,Married,0,35130.26,9159.18,Excellent,2,5,0
101536,28,Male,61800.83,5150.07,Employed,Clerk,57468.78,48,12.73,459,53941.58,9,7,Medical,Rented,Married,1,55492.92,20003.1,Poor,3,8,0
101537,26,Male,136396.27,11366.36,Employed,Driver,474561.88,120,6.54,632,147696.09,4,3,Auto,Rented,Widowed,0,21766.37,18626.33,Fair,0,22,0
101538,55,Female,46661.15,3888.43,Employed,Teacher,57869.46,60,18.11,519,142979.17,1,4,Personal,Owned,Single,5,61562.29,12416.17,Good,2,30,1
101539,51,Other,77234.44,6436.2,Employed,Business Owner,130020.88,12,18.44,374,116792.29,7,1,Business,Rented,Single,4,78582.54,29451.98,Excellent,0,14,0
101540,44,Other,197203.08,16433.59,Retired,Engineer,92951.73,240,19.08,607,118752.55,6,5,Medical,Mortgaged,Married,2,20283.1,10731.48,Fair,3,9,0
101541,32,Female,126540.11,10545.01,Employed,Business Owner,5716.98,48,4.42,603,146590.52,9,7,Medical,Mortgaged,Single,0,62735.81,19701.96,Poor,2,12,1
101542,25,Male,196607.18,16383.93,Employed,Engineer,158439.12,84,11.42,376,90068.43,5,4,Personal,Rented,Married,0,48396.04,17641.87,Good,0,32,1
101543,48,Other,61175.8,5097.98,Employed,Doctor,487141.08,180,19.17,448,132002.98,0,7,Education,Mortgaged,Single,1,21847.67,18674.51,Excellent,0,31,0
101544,32,Male,82654.99,6887.92,Employed,Unemployed,172267.85,12,10.22,430,9724.16,9,3,Business,Owned,Divorced,4,23548.56,22671.02,Good,2,4,0
101545,49,Female,111545.19,9295.43,Employed,Clerk,253143.83,180,16.37,683,83109.38,6,7,Business,Owned,Divorced,4,58531.01,27331.89,Good,0,31,0
101546,54,Female,113416.42,9451.37,Retired,Unemployed,373476.02,48,14.4,437,75377.45,8,4,Personal,Rented,Married,3,22747.68,5719.99,Good,0,29,0
101547,62,Other,219517.83,18293.15,Employed,Unemployed,276437.89,84,9.92,315,5658.58,1,1,Auto,Mortgaged,Divorced,5,3823.49,11533.0,Fair,0,18,0
101548,45,Male,38461.29,3205.11,Self-Employed,Engineer,372308.57,60,8.61,446,13042.8,4,2,Medical,Mortgaged,Single,5,69916.82,30913.47,Good,0,8,0
101549,21,Female,189652.83,15804.4,Employed,Clerk,331494.66,180,15.58,558,3275.84,4,3,Personal,Mortgaged,Single,4,47115.94,36309.81,Fair,1,16,0
101550,34,Female,192054.82,16004.57,Employed,Clerk,305064.39,24,5.97,723,44102.25,2,0,Home,Owned,Married,0,60677.89,1786.28,Good,2,27,0
101551,62,Female,128405.72,10700.48,Employed,Business Owner,325525.16,24,19.41,328,8026.68,8,7,Auto,Mortgaged,Single,5,48257.9,2934.62,Good,3,9,1
101552,47,Other,85527.62,7127.3,Employed,Driver,399983.85,60,14.16,785,63473.95,1,1,Auto,Rented,Widowed,5,41316.59,37353.19,Poor,2,12,0
101553,51,Other,121441.35,10120.11,Employed,Business Owner,355675.31,24,5.56,482,121911.96,0,5,Business,Owned,Married,3,61598.59,5917.64,Good,3,16,0
101554,43,Female,74955.88,6246.32,Self-Employed,Engineer,396303.91,36,16.52,488,92074.47,2,7,Auto,Rented,Married,3,2572.51,39171.57,Excellent,3,2,1
101555,28,Female,178817.03,14901.42,Unemployed,Clerk,74507.62,120,11.48,308,101068.49,9,3,Auto,Owned,Married,4,24950.92,33128.89,Good,0,14,0
101556,64,Other,117147.23,9762.27,Employed,Teacher,339481.52,240,7.28,452,4726.0,1,4,Auto,Owned,Married,3,50197.5,4828.18,Good,2,4,0
101557,58,Female,204797.65,17066.47,Employed,Business Owner,369036.91,120,21.28,558,125928.95,5,4,Home,Owned,Single,2,75517.98,4101.0,Fair,0,0,0
101558,69,Male,142651.73,11887.64,Self-Employed,Clerk,151383.28,48,16.81,644,21928.56,1,6,Education,Mortgaged,Widowed,4,31492.06,39091.88,Poor,3,13,1
101559,62,Female,120435.46,10036.29,Employed,Driver,437539.51,240,14.47,722,45397.63,3,0,Auto,Owned,Single,4,78023.27,10192.91,Fair,3,26,0
101560,35,Male,160769.22,13397.44,Unemployed,Teacher,153746.38,60,19.2,588,77519.08,5,2,Business,Mortgaged,Married,0,60422.55,21546.69,Poor,0,34,0
101561,33,Male,118306.26,9858.86,Employed,Business Owner,123428.4,24,13.56,355,139499.01,0,4,Auto,Mortgaged,Widowed,4,38791.72,9449.43,Excellent,0,15,0
101562,33,Female,200423.8,16701.98,Employed,Engineer,433814.21,180,11.67,515,149722.38,2,0,Auto,Mortgaged,Married,1,34332.67,24026.98,Excellent,1,26,0
101563,66,Other,52811.42,4400.95,Employed,Business Owner,125015.88,84,7.0,705,117399.1,5,6,Medical,Rented,Divorced,3,10355.4,33601.14,Excellent,2,7,0
101564,48,Other,214536.48,17878.04,Retired,Doctor,208920.23,48,6.34,652,109397.13,0,5,Personal,Mortgaged,Single,0,49215.53,26276.37,Fair,2,22,0
101565,43,Male,181499.06,15124.92,Employed,Doctor,185225.57,120,11.49,621,79152.35,4,0,Auto,Owned,Married,5,4188.29,1864.67,Excellent,0,23,0
101566,68,Female,191450.34,15954.2,Self-Employed,Business Owner,449234.79,180,11.94,580,99844.1,6,0,Home,Rented,Widowed,4,34325.95,23807.57,Excellent,2,11,0
101567,50,Male,113996.11,9499.68,Employed,Engineer,228707.4,36,17.07,578,21663.63,2,1,Medical,Owned,Married,2,19016.7,26440.67,Poor,2,15,0
101568,65,Other,186626.32,15552.19,Employed,Doctor,347765.85,24,11.68,847,40379.42,1,5,Personal,Rented,Married,3,76502.89,8035.92,Good,3,23,0
101569,69,Male,77888.69,6490.72,Unemployed,Doctor,397431.37,84,14.47,630,147696.43,4,4,Education,Owned,Single,3,29061.12,30484.72,Excellent,1,10,1
101570,24,Other,171199.38,14266.62,Employed,Engineer,314695.98,12,18.9,629,146942.25,7,3,Personal,Rented,Divorced,0,39140.3,25075.73,Good,0,21,0
101571,38,Other,43792.28,3649.36,Employed,Clerk,471959.86,120,21.88,485,48445.86,0,4,Auto,Owned,Married,3,30039.45,381.89,Excellent,2,8,0
101572,56,Other,77945.64,6495.47,Employed,Engineer,401648.75,60,9.47,570,36157.29,3,3,Education,Mortgaged,Widowed,4,10976.78,38022.2,Excellent,2,18,0
101573,60,Male,106375.2,8864.6,Unemployed,Clerk,201302.9,36,20.19,691,34427.71,9,2,Education,Rented,Married,1,28206.56,17823.18,Good,2,2,0
101574,28,Other,81075.54,6756.29,Employed,Doctor,475504.3,84,18.41,772,72729.66,3,0,Personal,Mortgaged,Widowed,2,62319.91,9295.16,Good,2,15,0
101575,36,Other,94338.51,7861.54,Employed,Driver,263238.27,48,4.76,729,33564.99,3,0,Auto,Owned,Widowed,1,49695.65,3447.91,Fair,0,17,0
101576,47,Female,183121.47,15260.12,Retired,Doctor,13243.51,48,9.68,664,97274.49,7,5,Education,Owned,Widowed,0,34993.2,14977.16,Good,0,28,0
101577,60,Other,67618.56,5634.88,Self-Employed,Driver,131486.61,36,7.55,728,11222.97,4,5,Medical,Rented,Divorced,5,65645.65,12310.76,Fair,1,13,0
101578,26,Other,167782.64,13981.89,Unemployed,Teacher,311621.33,120,15.79,318,15551.58,3,1,Auto,Mortgaged,Divorced,3,331.9,11918.13,Fair,3,0,1
101579,50,Male,30110.97,2509.25,Self-Employed,Driver,80093.82,360,13.77,448,41540.14,7,1,Home,Rented,Married,2,66128.06,31728.05,Fair,2,1,1
101580,35,Other,171976.52,14331.38,Self-Employed,Business Owner,292865.89,120,12.65,433,116616.49,0,3,Personal,Owned,Single,2,4762.85,25836.85,Poor,2,18,1
101581,31,Other,177364.76,14780.4,Employed,Business Owner,182075.82,36,17.63,660,48493.43,7,5,Medical,Mortgaged,Single,4,69621.75,5322.12,Good,3,28,0
101582,46,Male,97348.25,8112.35,Employed,Driver,268123.97,240,9.67,715,70622.52,3,4,Education,Mortgaged,Married,0,75805.76,28322.96,Excellent,1,31,0
101583,41,Male,163107.95,13592.33,Self-Employed,Business Owner,2933.67,24,10.58,381,98493.31,8,4,Home,Rented,Divorced,3,65533.56,28939.28,Excellent,1,28,0
101584,52,Other,202603.37,16883.61,Self-Employed,Engineer,424513.83,36,19.51,406,118280.99,7,0,Business,Rented,Single,1,1567.5,20570.75,Excellent,2,11,0
101585,36,Male,179146.16,14928.85,Retired,Driver,182238.89,12,21.49,572,46066.35,9,3,Auto,Mortgaged,Widowed,5,42096.64,39830.68,Fair,0,17,0
101586,61,Female,95041.53,7920.13,Employed,Doctor,71798.9,240,17.86,833,109645.41,1,6,Business,Owned,Widowed,4,66303.7,11339.17,Good,1,31,0
101587,24,Other,114263.77,9521.98,Employed,Doctor,220082.1,12,7.52,301,42910.11,1,4,Home,Rented,Single,4,43601.31,2338.23,Excellent,2,29,1
101588,63,Female,174768.3,14564.02,Employed,Teacher,244116.29,84,5.58,784,96669.93,9,6,Personal,Owned,Single,0,28794.94,1152.25,Excellent,1,15,0
101589,22,Other,74981.89,6248.49,Employed,Doctor,319426.55,24,7.37,406,67632.02,3,5,Personal,Owned,Widowed,0,37655.63,12821.92,Poor,0,16,0
101590,57,Male,179795.96,14983.0,Employed,Teacher,263232.1,36,11.32,447,138994.17,8,7,Business,Rented,Single,2,6455.51,19916.72,Good,1,2,0
101591,37,Male,82254.58,6854.55,Self-Employed,Clerk,23674.74,120,7.88,648,147314.01,6,4,Business,Rented,Single,2,39705.09,3129.24,Excellent,3,5,0
101592,39,Other,180228.07,15019.01,Employed,Clerk,436013.14,240,20.17,701,116118.47,4,4,Auto,Rented,Single,4,2227.75,22631.94,Poor,1,18,0
101593,21,Female,32794.09,2732.84,Employed,Driver,229341.45,12,15.91,781,137319.65,0,4,Medical,Owned,Divorced,4,51529.24,36034.82,Fair,3,18,1
101594,55,Male,24101.45,2008.45,Employed,Unemployed,40339.91,24,11.21,303,20475.64,0,2,Auto,Rented,Single,2,31236.18,31874.51,Good,2,20,0
101595,29,Male,219523.47,18293.62,Employed,Teacher,386868.46,36,8.57,327,98169.59,7,3,Education,Mortgaged,Single,0,15307.44,26898.74,Good,0,10,0
101596,53,Female,193238.71,16103.23,Unemployed,Engineer,330756.9,360,10.54,563,29755.19,0,1,Medical,Owned,Married,1,1390.63,26469.27,Fair,3,7,1
101597,56,Female,195983.74,16331.98,Employed,Clerk,325420.01,12,12.31,607,41545.28,0,3,Home,Rented,Divorced,3,73769.52,29212.02,Good,2,15,0
101598,62,Male,210012.39,17501.03,Employed,Unemployed,214603.17,24,16.71,443,78423.49,2,1,Home,Rented,Widowed,1,44505.52,19768.26,Poor,2,30,0
101599,55,Female,104854.84,8737.9,Employed,Teacher,206427.54,60,5.15,650,111298.09,9,3,Personal,Mortgaged,Single,1,51756.27,16071.99,Fair,2,33,1
101600,35,Female,73801.29,6150.11,Employed,Clerk,269096.64,48,19.2,446,108224.11,6,7,Education,Owned,Married,1,62348.62,12266.22,Good,0,1,0
101601,57,Female,41655.12,3471.26,Employed,Business Owner,27196.02,12,5.86,813,130418.9,7,3,Business,Owned,Divorced,0,50127.23,3984.73,Fair,1,12,0
101602,61,Male,117747.87,9812.32,Unemployed,Business Owner,150880.97,84,8.36,397,83891.23,6,5,Business,Mortgaged,Married,3,33048.32,22486.5,Poor,3,18,1
101603,36,Female,60109.91,5009.16,Unemployed,Doctor,493971.3,120,21.88,660,138951.4,5,3,Personal,Owned,Divorced,5,50207.06,18900.72,Excellent,2,7,0
101604,27,Other,206787.93,17232.33,Employed,Business Owner,331771.86,24,7.02,592,133183.29,2,7,Business,Owned,Single,5,20201.33,4756.12,Excellent,1,12,0
101605,64,Male,15820.65,1318.39,Employed,Clerk,210629.21,120,5.37,356,127358.62,4,1,Education,Owned,Divorced,5,44908.13,10730.79,Fair,1,4,1
101606,28,Male,44355.33,3696.28,Employed,Driver,112736.83,12,15.31,633,34428.02,5,6,Business,Rented,Widowed,3,16446.98,31488.12,Excellent,2,16,0
101607,50,Other,65527.55,5460.63,Employed,Business Owner,373114.26,180,10.77,380,79717.2,9,5,Personal,Mortgaged,Divorced,4,73393.82,10224.16,Fair,1,30,1
101608,32,Female,55786.13,4648.84,Employed,Engineer,131624.57,36,5.2,597,110435.49,8,7,Education,Mortgaged,Divorced,0,40765.41,17028.77,Good,1,32,1
